movie_name,production_year,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,350k_Movies.budget,350k_Movies.genres,350k_Movies.imdb_id,350k_Movies.original_language,350k_Movies.overview,350k_Movies.popularity,350k_Movies.production_companies,350k_Movies.production_countries,350k_Movies.release_date,350k_Movies.revenue,350k_Movies.runtime,350k_Movies.spoken_languages,350k_Movies.tagline,350k_Movies.vote_average,350k_Movies.vote_count,350k_Movies.actor1_name,350k_Movies.actor1_gender,350k_Movies.actor2_name,350k_Movies.actor2_gender,350k_Movies.actor3_name,350k_Movies.actor3_gender,350k_Movies.actor4_name,350k_Movies.actor4_gender,350k_Movies.actor5_name,350k_Movies.actor5_gender,350k_Movies.director_name,350k_Movies.director_gender,350k_Movies.producer_name,350k_Movies.screeplay_name,350k_Movies.editor_name
Wild Hogs,2007,60000000,168213584,85341799,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99,0,Action|Adventure|Comedy,tt0486946,en,"Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",3.245255,Wild Hogs Productions,United States of America,2/3/2007,253625427,100,English,A lot can happen on the road to nowhere.,5.6,597,Tim Allen,2,John Travolta,2,Martin Lawrence,2,William H. Macy,2,Ray Liotta,2,Walt Becker,2,Todd Lieberman,Brad Copeland,Christopher Greenbury
Cinderella,2014,95000000,201151353,333400000,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0,105,2900000,Family|Fantasy|Animation|Romance,tt0042332,en,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",7.879486,RKO Radio Pictures,United States of America,4/3/1950,263591415,74,English,The greatest love story ever told.,6.8,1517,Ilene Woods,1,Eleanor Audley,1,Lucille Bliss,0,Verna Felton,1,Helene Stanley,0,Clyde Geronimi,2,Walt Disney,none,Donald Halliday
Hellboy II: The Golden Army,2008,82500000,75986503,84401560,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,120,85000000,Adventure|Fantasy|Science Fiction,tt0411477,en,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.",3.653251,Universal Pictures,Germany,11/7/2008,160388063,120,English,Saving the world is a hell of a job.,6.5,1403,Ron Perlman,2,Selma Blair,1,Jeffrey Tambor,2,Doug Jones,2,John Hurt,2,Guillermo del Toro,2,Lawrence Gordon,Guillermo del Toro,none
Meet Dave,2008,60000000,11803254,38845552,PG,Science Fiction,Original Screenplay,Live Action,Adventure,0,90,60000000,Comedy|Science Fiction|Adventure|Family,tt0765476,en,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",1.497697,Twentieth Century Fox Film Corporation,United States of America,8/7/2008,50650079,90,English,There's a Whole Other World Going on Inside of Him.,5.1,338,Eddie Murphy,2,Elizabeth Banks,1,Gabrielle Union,1,Scott Caan,0,Ed Helms,2,Brian Robbins,2,David T. Friendly,Robbie Greenberg,Ned Bastille
Nanny McPhee,2006,25000000,47279279,81466299,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,99,25000000,Fantasy|Comedy|Family,tt0396752,en,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",1.683446,Universal Pictures,France,21/10/2005,122489822,97,English,You'll Learn To Love Her. Warts And All.,6.4,631,Emma Thompson,1,Colin Firth,2,Kelly Macdonald,1,Thomas Brodie-Sangster,2,Eliza Bennett,1,Kirk Jones,0,Tim Bevan,Emma Thompson,Justin Krish
Seven Pounds,2008,54000000,69951824,96665504,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123,55000000,Drama,tt0814314,en,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,2.673724,Columbia Pictures,United States of America,18/12/2008,168167691,123,English,Seven names. Seven strangers. One secret.,7.5,1836,Will Smith,2,Rosario Dawson,1,Sarah Jane Morris,1,Woody Harrelson,2,Michael Ealy,2,Gabriele Muccino,2,Todd Black,Grant Nieporte,Hughes Winborne
Public Enemies,2009,102500000,97104620,115178089,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,140,80000000,History|Crime|Drama,tt1152836,en,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2.611004,Universal Pictures,United States of America,1/7/2009,214104620,140,English,America's Most Wanted.,6.5,1257,Christian Bale,2,Johnny Depp,2,Giovanni Ribisi,2,Billy Crudup,2,Marion Cotillard,1,Michael Mann,2,Michael Mann,Michael Mann,Paul Rubell
The Informant!,2009,22000000,33316821,8454347,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,108,22000000,Drama|Comedy|Crime,tt1130080,en,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",2.374864,Section Eight,United States of America,18/09/2009,35424826,108,English,Based on a tattle-tale.,6,286,Matt Damon,2,Scott Bakula,2,Joel McHale,2,Melanie Lynskey,1,Ann Dowd,1,Steven Soderbergh,2,none,Scott Z. Burns,Stephen Mirrione
Shutter Island,2009,80000000,128012934,171448848,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,138,80000000,Drama|Thriller|Mystery,tt1130884,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",10.140339,Paramount Pictures,United States of America,18/02/2010,294804195,138,English,Someone is missing.,7.8,5700,Leonardo DiCaprio,2,Mark Ruffalo,2,Ben Kingsley,2,Emily Mortimer,1,Michelle Williams,1,Martin Scorsese,2,Mike Medavoy,Laeta Kalogridis,Thelma Schoonmaker
The Ghost Writer,2010,45000000,15541549,49990942,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,129,45000000,Thriller|Mystery,tt1139328,en,"A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident. In director Roman Polanski's tense drama, the author realizes that his discovery threatens some very powerful people who will do anything to ensure that certain episodes from Lang's past remain buried.",1.354854,Studio Babelsberg,Germany,12/2/2010,60222298,128,English,Read between the lies.,6.7,617,Ewan McGregor,2,Pierce Brosnan,2,Jon Bernthal,2,Kim Cattrall,1,Tom Wilkinson,2,Roman Polanski,2,Roman Polanski,Roman Polanski,HervÃ© de Luze
Frost/Nixon,2008,29000000,18622031,9830914,R,Dramatization,Based on Play,Live Action,Drama,0,122,0,Drama|History,tt0870111,en,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",2.28506,Imagine Entertainment,United States of America,15/10/2008,0,122,English,400 million people were waiting for the truth.,7.2,309,Michael Sheen,2,Frank Langella,2,Kevin Bacon,2,Sam Rockwell,2,Mark Simich,2,Ron Howard,2,Eric Fellner,Peter Morgan,Daniel P. Hanley
Journey to the Center of the Earth,2008,45000000,101704370,141476567,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,92,0,Adventure|Fantasy|Family,tt0052948,en,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,1.777138,Twentieth Century Fox Film Corporation,United States of America,14/12/1959,10000000,132,P??????,A fabulous world below the world,6.7,99,Pat Boone,2,James Mason,2,Arlene Dahl,1,Diane Baker,0,Thayer David,2,Henry Levin,2,Charles Brackett,Walter Reisch,Stuart Gilmore
Flushed Away,2006,149000000,64665672,114691454,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,85,149000000,Adventure|Animation|Comedy|Family,tt0424095,en,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",2.459216,Aardman Animations,United Kingdom,22/10/2006,64459316,85,English,Someone's Going Down,6,779,Hugh Jackman,2,Kate Winslet,1,Ian McKellen,2,Jean Reno,2,Bill Nighy,2,David Bowers,2,Cecil Kramer,Dick Clement,Eric Dapkewicz
Mamma Mia!,2008,52000000,144130063,471618814,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,108,52000000,Comedy|Romance,tt0795421,en,"Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.",3.009448,Universal Pictures,Germany,3/7/2008,609841637,108,English,Take a trip down the aisle you'll never forget,6.4,1279,Meryl Streep,1,Pierce Brosnan,2,Amanda Seyfried,1,Colin Firth,2,Stellan SkarsgÃ¥rd,2,Phyllida Lloyd,1,Gary Goetzman,Catherine Johnson,Lesley Walker
Invincible,2006,40000000,57806952,694175,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,104,0,Drama,tt0445990,en,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",1.639904,Walt Disney Pictures,United States of America,25/08/2006,57806952,105,English,Dreams are not lived on the sidelines,6.6,209,Mark Wahlberg,2,Greg Kinnear,2,Elizabeth Banks,1,Kevin Conway,2,Michael Rispoli,2,Ericson Core,2,Mark Ciardi,Brad Gann,Gerald B. Greenberg
Get Smart,2008,80000000,130319208,96420208,PG-13,Contemporary Fiction,Based on TV,Live Action,Comedy,0,110,80000000,Action|Comedy|Thriller,tt0425061,en,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",2.142679,Village Roadshow Pictures,Canada,19/06/2008,230685453,110,English,Saving The World...And Loving It!,6,975,Steve Carell,2,Anne Hathaway,1,Dwayne Johnson,2,Alan Arkin,2,Terence Stamp,2,Peter Segal,2,Charles Roven,Tom J. Astle,Richard Pearson
Fright Night,2010,30000000,18298649,22222000,R,Contemporary Fiction,Remake,Live Action,Horror,0,101,9000000,Horror,tt0089175,en,"Nobody believes teenager Charley Brewster (William Ragsdale) when he discovers that his suave new neighbor, Jerry Dandrige (Chris Sarandon), is a vampire. So when the bloodsucker starts stalking Charley, he turns to has-been actor Peter Vincent (Roddy McDowall), famed for portraying a ghoul hunter. Unfortunately for the would-be vampire slayers, Dandrige has set his sights on Charley's girlfriend (Amanda Bearse) in this clever spoof of the horror genre.",1.069714,Columbia Pictures,United States of America,2/8/1985,24922237,106,English,There are some very good reasons to be afraid of the dark.,6.9,250,Chris Sarandon,2,William Ragsdale,2,Amanda Bearse,0,Roddy McDowall,2,Stephen Geoffreys,2,Tom Holland,2,Herb Jaffe,Tom Holland,Kent Beyda
Space Chimps,2008,37000000,30105968,36923988,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,81,37000000,Animation|Family,tt0482603,en,"Circus monkey Ham III works in a circus where he's regularly shot from a canon but he still lives in the shadow of his father's legacy. A natural born rebel against authority, Ham III is initially reluctant to go on a dangerous space mission to rescue a lost space probe, but away he goes, for lots of RIGHT STUFF-style astro-training alongside two highly prepared chimps, Luna and Titan.",1.136421,Starz Media,United States of America,17/07/2008,63800345,81,English,"Houston, we have a problem!",5.1,92,Andy Samberg,2,Cheryl Hines,1,Jeff Daniels,2,Patrick Warburton,2,Kristin Chenoweth,1,Kirk De Micco,2,Barry Sonnenfeld,none,Debbie Berman
Death Sentence,2007,20000000,9534258,7373573,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,105,20000000,Action|Crime|Drama|Thriller,tt0804461,en,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",1.369459,Twentieth Century Fox Film Corporation,United States of America,31/08/2007,16974459,105,English,Protect what's yours.,6.5,275,Kevin Bacon,2,Garrett Hedlund,2,Kelly Preston,1,Jordan Garrett,2,John Goodman,2,James Wan,2,Ashok Amritraj,Ian Jeffers,Michael N. Knue
Robin Hood,2010,210000000,105269730,216971858,PG-13,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,139,15000000,Animation|Family,tt0070608,en,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",3.109224,Walt Disney Productions,United States of America,8/11/1973,32056467,83,English,Meet Robin Hood and his MERRY MENagerie!,7,1001,Brian Bedford,2,Phil Harris,0,Peter Ustinov,2,Pat Buttram,2,Ken Curtis,2,Wolfgang Reitherman,2,Wolfgang Reitherman,none,Tom Acosta
High School Musical 3: Senior Year,2008,11000000,90559416,183833464,G,Contemporary Fiction,Based on TV,Live Action,Musical,1,112,0,Comedy|Drama|Family|Music|Romance,tt0962726,en,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ? and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?",1.358833,Walt Disney Pictures,United States of America,22/10/2008,0,116,English,,6.2,722,Zac Efron,2,Vanessa Hudgens,1,Ashley Tisdale,1,Lucas Grabeel,2,Corbin Bleu,2,Kenny Ortega,2,Bill Borden,none,Seth Flaum
